saving to ./results/resnet_cifar100_binary_lr_0.0001
creating model resnet_binary
created model with configuration: {'input_size': None, 'dataset': 'cifar100'}
number of parameters: 4367100
Files already downloaded and verified
Files already downloaded and verified
training regime: {0: {'optimizer': 'Adam', 'lr': 0.0001}}
/content/BinaryNet.pytorch/models/resnet_binary.py:148: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  x = self.logsoftmax(x)
TRAINING - Epoch: [0][0/196]	Time 4.014 (4.014)	Data 0.638 (0.638)	Loss 5.1435 (5.1435)	Prec@1 1.562 (1.562)	Prec@5 5.078 (5.078)
TRAINING - Epoch: [59][80/196]	Time 0.480 (0.487)	Data 0.000 (0.011)	Loss 2.4313 (2.4561)	Prec@1 41.016 (39.101)	Prec@5 73.828 (70.202)
TRAINING - Epoch: [59][90/196]	Time 0.478 (0.486)	Data 0.000 (0.009)	Loss 2.5394 (2.4533)	Prec@1 35.938 (39.058)	Prec@5 67.969 (70.334)
TRAINING - Epoch: [59][100/196]	Time 0.477 (0.485)	Data 0.000 (0.009)	Loss 2.3910 (2.4562)	Prec@1 41.797 (39.101)	Prec@5 73.047 (70.243)
TRAINING - Epoch: [59][110/196]	Time 0.479 (0.485)	Data 0.000 (0.008)	Loss 2.4033 (2.4553)	Prec@1 42.578 (39.129)	Prec@5 72.266 (70.316)
TRAINING - Epoch: [59][120/196]	Time 0.482 (0.484)	Data 0.000 (0.007)	Loss 2.5111 (2.4536)	Prec@1 34.766 (39.153)	Prec@5 71.484 (70.374)
TRAINING - Epoch: [59][130/196]	Time 0.477 (0.484)	Data 0.000 (0.007)	Loss 2.4336 (2.4476)	Prec@1 39.844 (39.271)	Prec@5 71.875 (70.432)
TRAINING - Epoch: [59][140/196]	Time 0.478 (0.483)	Data 0.000 (0.006)	Loss 2.4911 (2.4506)	Prec@1 38.281 (39.231)	Prec@5 70.312 (70.310)
TRAINING - Epoch: [59][150/196]	Time 0.480 (0.483)	Data 0.000 (0.006)	Loss 2.2212 (2.4478)	Prec@1 45.312 (39.269)	Prec@5 74.609 (70.426)
TRAINING - Epoch: [59][160/196]	Time 0.479 (0.483)	Data 0.000 (0.005)	Loss 2.4377 (2.4500)	Prec@1 39.453 (39.283)	Prec@5 69.531 (70.393)
TRAINING - Epoch: [59][170/196]	Time 0.479 (0.483)	Data 0.000 (0.005)	Loss 2.5379 (2.4488)	Prec@1 40.234 (39.391)	Prec@5 67.578 (70.491)
TRAINING - Epoch: [59][180/196]	Time 0.488 (0.483)	Data 0.000 (0.005)	Loss 2.4920 (2.4488)	Prec@1 38.672 (39.378)	Prec@5 68.359 (70.444)
TRAINING - Epoch: [59][190/196]	Time 0.478 (0.482)	Data 0.000 (0.005)	Loss 2.4203 (2.4468)	Prec@1 42.969 (39.408)	Prec@5 69.531 (70.492)
EVALUATING - Epoch: [59][0/40]	Time 0.815 (0.815)	Data 0.629 (0.629)	Loss 2.4411 (2.4411)	Prec@1 42.188 (42.188)	Prec@5 68.359 (68.359)
EVALUATING - Epoch: [59][10/40]	Time 0.160 (0.229)	Data 0.000 (0.058)	Loss 2.5379 (2.5041)	Prec@1 37.891 (38.104)	Prec@5 65.234 (68.501)
EVALUATING - Epoch: [59][20/40]	Time 0.159 (0.196)	Data 0.000 (0.031)	Loss 2.4406 (2.5027)	Prec@1 40.234 (38.002)	Prec@5 72.266 (68.657)
EVALUATING - Epoch: [59][30/40]	Time 0.158 (0.184)	Data 0.000 (0.021)	Loss 2.7547 (2.5143)	Prec@1 30.469 (37.437)	Prec@5 62.500 (68.498)

 Epoch: 60	Training Loss 2.4460 	Training Prec@1 39.438 	Training Prec@5 70.532 	Validation Loss 2.5015 	Validation Prec@1 37.990 	Validation Prec@5 68.520 

TRAINING - Epoch: [60][0/196]	Time 1.114 (1.114)	Data 0.711 (0.711)	Loss 2.4452 (2.4452)	Prec@1 39.844 (39.844)	Prec@5 72.266 (72.266)
TRAINING - Epoch: [60][10/196]	Time 0.481 (0.525)	Data 0.000 (0.067)	Loss 2.6094 (2.4693)	Prec@1 35.938 (38.459)	Prec@5 65.625 (70.597)
TRAINING - Epoch: [60][20/196]	Time 0.480 (0.504)	Data 0.000 (0.035)	Loss 2.4036 (2.4348)	Prec@1 41.406 (39.862)	Prec@5 69.531 (70.815)
TRAINING - Epoch: [60][30/196]	Time 0.475 (0.496)	Data 0.000 (0.024)	Loss 2.4142 (2.4075)	Prec@1 39.844 (40.260)	Prec@5 70.312 (71.207)
TRAINING - Epoch: [60][40/196]	Time 0.480 (0.492)	Data 0.000 (0.018)	Loss 2.5277 (2.4067)	Prec@1 37.500 (40.358)	Prec@5 69.531 (71.246)
TRAINING - Epoch: [60][50/196]	Time 0.484 (0.490)	Data 0.000 (0.015)	Loss 2.4355 (2.4027)	Prec@1 42.969 (40.556)	Prec@5 69.531 (71.408)
TRAINING - Epoch: [60][60/196]	Time 0.480 (0.488)	Data 0.000 (0.012)	Loss 2.5356 (2.4031)	Prec@1 37.500 (40.580)	Prec@5 68.750 (71.311)
TRAINING - Epoch: [60][70/196]	Time 0.481 (0.487)	Data 0.000 (0.011)	Loss 2.5051 (2.4123)	Prec@1 42.188 (40.339)	Prec@5 68.359 (71.083)
TRAINING - Epoch: [60][80/196]	Time 0.481 (0.486)	Data 0.000 (0.009)	Loss 2.3234 (2.4189)	Prec@1 40.234 (40.162)	Prec@5 73.828 (70.988)
TRAINING - Epoch: [60][90/196]	Time 0.482 (0.485)	Data 0.000 (0.008)	Loss 2.3881 (2.4189)	Prec@1 40.625 (40.213)	Prec@5 75.391 (71.081)
TRAINING - Epoch: [60][100/196]	Time 0.481 (0.485)	Data 0.000 (0.007)	Loss 2.5267 (2.4205)	Prec@1 41.406 (40.118)	Prec@5 67.969 (71.043)
TRAINING - Epoch: [60][110/196]	Time 0.480 (0.484)	Data 0.000 (0.007)	Loss 2.5987 (2.4227)	Prec@1 34.375 (40.065)	Prec@5 69.531 (71.034)
TRAINING - Epoch: [60][120/196]	Time 0.479 (0.484)	Data 0.000 (0.006)	Loss 2.5174 (2.4204)	Prec@1 39.453 (40.070)	Prec@5 67.188 (71.061)
TRAINING - Epoch: [60][130/196]	Time 0.482 (0.483)	Data 0.000 (0.006)	Loss 2.5544 (2.4231)	Prec@1 35.547 (39.987)	Prec@5 64.453 (70.954)
TRAINING - Epoch: [60][140/196]	Time 0.477 (0.483)	Data 0.000 (0.005)	Loss 2.4058 (2.4202)	Prec@1 41.406 (40.165)	Prec@5 69.531 (70.880)
TRAINING - Epoch: [60][150/196]	Time 0.480 (0.483)	Data 0.000 (0.005)	Loss 2.4005 (2.4237)	Prec@1 43.359 (40.118)	Prec@5 71.875 (70.763)
TRAINING - Epoch: [60][160/196]	Time 0.478 (0.483)	Data 0.000 (0.005)	Loss 2.5255 (2.4270)	Prec@1 38.672 (40.057)	Prec@5 69.141 (70.686)
TRAINING - Epoch: [60][170/196]	Time 0.483 (0.483)	Data 0.000 (0.004)	Loss 2.3985 (2.4285)	Prec@1 39.062 (40.015)	Prec@5 70.703 (70.685)
TRAINING - Epoch: [60][180/196]	Time 0.477 (0.482)	Data 0.000 (0.004)	Loss 2.3920 (2.4264)	Prec@1 37.500 (40.038)	Prec@5 74.609 (70.727)
TRAINING - Epoch: [60][190/196]	Time 0.483 (0.482)	Data 0.000 (0.004)	Loss 2.3725 (2.4275)	Prec@1 39.062 (39.964)	Prec@5 72.656 (70.681)
EVALUATING - Epoch: [60][0/40]	Time 0.878 (0.878)	Data 0.694 (0.694)	Loss 2.3539 (2.3539)	Prec@1 43.359 (43.359)	Prec@5 71.094 (71.094)
EVALUATING - Epoch: [60][10/40]	Time 0.160 (0.231)	Data 0.000 (0.065)	Loss 2.5725 (2.5430)	Prec@1 37.891 (38.033)	Prec@5 64.844 (66.229)
EVALUATING - Epoch: [60][20/40]	Time 0.158 (0.197)	Data 0.000 (0.034)	Loss 2.5011 (2.5322)	Prec@1 41.406 (38.356)	Prec@5 67.969 (66.853)
EVALUATING - Epoch: [60][30/40]	Time 0.160 (0.185)	Data 0.000 (0.023)	Loss 2.7448 (2.5435)	Prec@1 33.203 (37.928)	Prec@5 62.109 (67.061)

 Epoch: 61	Training Loss 2.4282 	Training Prec@1 39.924 	Training Prec@5 70.684 	Validation Loss 2.5404 	Validation Prec@1 38.060 	Validation Prec@5 67.280 

TRAINING - Epoch: [61][0/196]	Time 1.095 (1.095)	Data 0.725 (0.725)	Loss 2.2065 (2.2065)	Prec@1 48.047 (48.047)	Prec@5 76.562 (76.562)
TRAINING - Epoch: [61][10/196]	Time 0.476 (0.524)	Data 0.000 (0.067)	Loss 2.4340 (2.4462)	Prec@1 38.672 (38.991)	Prec@5 70.312 (71.307)
TRAINING - Epoch: [61][20/196]	Time 0.479 (0.503)	Data 0.000 (0.035)	Loss 2.5634 (2.4406)	Prec@1 37.109 (39.695)	Prec@5 64.062 (71.075)
TRAINING - Epoch: [61][30/196]	Time 0.480 (0.496)	Data 0.000 (0.024)	Loss 2.3329 (2.4451)	Prec@1 43.750 (39.642)	Prec@5 73.438 (70.703)
TRAINING - Epoch: [61][40/196]	Time 0.479 (0.491)	Data 0.000 (0.018)	Loss 2.4431 (2.4343)	Prec@1 43.750 (40.101)	Prec@5 71.094 (70.817)
TRAINING - Epoch: [61][50/196]	Time 0.480 (0.489)	Data 0.000 (0.015)	Loss 2.3490 (2.4241)	Prec@1 39.844 (40.204)	Prec@5 73.438 (71.117)
TRAINING - Epoch: [61][60/196]	Time 0.479 (0.487)	Data 0.000 (0.012)	Loss 2.3502 (2.4247)	Prec@1 42.578 (40.126)	Prec@5 71.484 (71.062)
TRAINING - Epoch: [61][70/196]	Time 0.469 (0.486)	Data 0.000 (0.011)	Loss 2.4027 (2.4179)	Prec@1 39.062 (40.207)	Prec@5 73.438 (71.061)
TRAINING - Epoch: [61][80/196]	Time 0.477 (0.485)	Data 0.000 (0.009)	Loss 2.5856 (2.4148)	Prec@1 37.891 (40.340)	Prec@5 67.578 (71.137)
TRAINING - Epoch: [61][90/196]	Time 0.480 (0.485)	Data 0.000 (0.008)	Loss 2.4171 (2.4196)	Prec@1 39.844 (40.127)	Prec@5 71.484 (71.008)
TRAINING - Epoch: [61][100/196]	Time 0.481 (0.484)	Data 0.000 (0.007)	Loss 2.5042 (2.4161)	Prec@1 41.016 (40.246)	Prec@5 68.359 (71.074)
TRAINING - Epoch: [61][110/196]	Time 0.481 (0.484)	Data 0.000 (0.007)	Loss 2.5669 (2.4204)	Prec@1 35.547 (40.023)	Prec@5 67.578 (70.904)
TRAINING - Epoch: [61][120/196]	Time 0.483 (0.483)	Data 0.000 (0.006)	Loss 2.4617 (2.4220)	Prec@1 40.234 (39.941)	Prec@5 68.359 (70.797)
TRAINING - Epoch: [61][130/196]	Time 0.479 (0.483)	Data 0.000 (0.006)	Loss 2.4404 (2.4163)	Prec@1 42.188 (40.118)	Prec@5 69.922 (70.921)
TRAINING - Epoch: [61][140/196]	Time 0.477 (0.483)	Data 0.000 (0.005)	Loss 2.4281 (2.4137)	Prec@1 43.750 (40.196)	Prec@5 71.094 (71.002)
TRAINING - Epoch: [61][150/196]	Time 0.488 (0.483)	Data 0.000 (0.005)	Loss 2.5473 (2.4149)	Prec@1 35.938 (40.188)	Prec@5 68.750 (70.995)
TRAINING - Epoch: [61][160/196]	Time 0.479 (0.482)	Data 0.000 (0.005)	Loss 2.3408 (2.4147)	Prec@1 45.312 (40.242)	Prec@5 70.703 (70.994)
TRAINING - Epoch: [61][170/196]	Time 0.483 (0.482)	Data 0.000 (0.004)	Loss 2.3995 (2.4200)	Prec@1 39.453 (40.077)	Prec@5 70.312 (70.854)
TRAINING - Epoch: [61][180/196]	Time 0.484 (0.482)	Data 0.000 (0.004)	Loss 2.5793 (2.4188)	Prec@1 35.547 (40.109)	Prec@5 68.750 (70.867)
TRAINING - Epoch: [61][190/196]	Time 0.481 (0.482)	Data 0.000 (0.004)	Loss 2.3446 (2.4184)	Prec@1 42.969 (40.134)	Prec@5 74.219 (70.899)
EVALUATING - Epoch: [61][0/40]	Time 0.811 (0.811)	Data 0.639 (0.639)	Loss 2.4071 (2.4071)	Prec@1 40.234 (40.234)	Prec@5 71.094 (71.094)
EVALUATING - Epoch: [61][10/40]	Time 0.160 (0.229)	Data 0.000 (0.059)	Loss 2.5187 (2.4922)	Prec@1 38.281 (38.423)	Prec@5 71.875 (68.750)
EVALUATING - Epoch: [61][20/40]	Time 0.160 (0.196)	Data 0.000 (0.031)	Loss 2.4706 (2.4859)	Prec@1 38.281 (38.411)	Prec@5 68.750 (69.048)
EVALUATING - Epoch: [61][30/40]	Time 0.159 (0.184)	Data 0.000 (0.021)	Loss 2.6442 (2.5002)	Prec@1 38.281 (38.206)	Prec@5 64.062 (68.548)

 Epoch: 62	Training Loss 2.4183 	Training Prec@1 40.106 	Training Prec@5 70.944 	Validation Loss 2.4943 	Validation Prec@1 38.120 	Validation Prec@5 68.870 

TRAINING - Epoch: [62][0/196]	Time 1.053 (1.053)	Data 0.632 (0.632)	Loss 2.2775 (2.2775)	Prec@1 41.016 (41.016)	Prec@5 74.609 (74.609)
TRAINING - Epoch: [62][10/196]	Time 0.480 (0.518)	Data 0.000 (0.059)	Loss 2.4762 (2.4374)	Prec@1 36.719 (39.382)	Prec@5 68.750 (70.668)
TRAINING - Epoch: [62][20/196]	Time 0.481 (0.500)	Data 0.000 (0.031)	Loss 2.2596 (2.4197)	Prec@1 41.406 (40.141)	Prec@5 78.516 (71.205)
TRAINING - Epoch: [62][30/196]	Time 0.478 (0.493)	Data 0.000 (0.021)	Loss 2.5270 (2.4155)	Prec@1 35.938 (40.071)	Prec@5 66.406 (71.409)
TRAINING - Epoch: [62][40/196]	Time 0.480 (0.490)	Data 0.000 (0.016)	Loss 2.3850 (2.4089)	Prec@1 38.281 (40.253)	Prec@5 71.484 (71.637)
TRAINING - Epoch: [62][50/196]	Time 0.478 (0.488)	Data 0.000 (0.013)	Loss 2.3032 (2.4021)	Prec@1 44.141 (40.464)	Prec@5 73.047 (71.783)
TRAINING - Epoch: [62][60/196]	Time 0.482 (0.486)	Data 0.000 (0.011)	Loss 2.4262 (2.3965)	Prec@1 41.406 (40.542)	Prec@5 69.141 (71.798)
TRAINING - Epoch: [62][70/196]	Time 0.483 (0.486)	Data 0.000 (0.009)	Loss 2.3353 (2.4017)	Prec@1 40.625 (40.377)	Prec@5 73.828 (71.655)
TRAINING - Epoch: [62][80/196]	Time 0.480 (0.485)	Data 0.000 (0.008)	Loss 2.3094 (2.3996)	Prec@1 43.359 (40.413)	Prec@5 73.047 (71.711)
TRAINING - Epoch: [62][90/196]	Time 0.488 (0.484)	Data 0.000 (0.007)	Loss 2.2720 (2.3982)	Prec@1 45.312 (40.410)	Prec@5 74.219 (71.665)
TRAINING - Epoch: [62][100/196]	Time 0.480 (0.484)	Data 0.000 (0.007)	Loss 2.2818 (2.3996)	Prec@1 44.141 (40.300)	Prec@5 73.438 (71.554)
TRAINING - Epoch: [62][110/196]	Time 0.480 (0.483)	Data 0.000 (0.006)	Loss 2.3517 (2.3971)	Prec@1 43.750 (40.421)	Prec@5 74.219 (71.674)
TRAINING - Epoch: [62][120/196]	Time 0.487 (0.483)	Data 0.000 (0.006)	Loss 2.4131 (2.3962)	Prec@1 41.406 (40.444)	Prec@5 69.531 (71.694)
TRAINING - Epoch: [62][130/196]	Time 0.481 (0.483)	Data 0.000 (0.005)	Loss 2.3655 (2.3965)	Prec@1 42.578 (40.380)	Prec@5 70.703 (71.669)
TRAINING - Epoch: [62][140/196]	Time 0.484 (0.482)	Data 0.000 (0.005)	Loss 2.4232 (2.3980)	Prec@1 37.500 (40.345)	Prec@5 67.188 (71.581)
TRAINING - Epoch: [62][150/196]	Time 0.479 (0.482)	Data 0.000 (0.004)	Loss 2.3378 (2.3966)	Prec@1 39.844 (40.423)	Prec@5 76.562 (71.557)
TRAINING - Epoch: [62][160/196]	Time 0.481 (0.482)	Data 0.000 (0.004)	Loss 2.4728 (2.3958)	Prec@1 36.719 (40.450)	Prec@5 72.266 (71.574)
TRAINING - Epoch: [62][170/196]	Time 0.483 (0.482)	Data 0.000 (0.004)	Loss 2.4392 (2.3961)	Prec@1 37.109 (40.470)	Prec@5 70.312 (71.592)
TRAINING - Epoch: [62][180/196]	Time 0.479 (0.482)	Data 0.000 (0.004)	Loss 2.4566 (2.3951)	Prec@1 38.281 (40.547)	Prec@5 69.922 (71.586)
TRAINING - Epoch: [62][190/196]	Time 0.478 (0.482)	Data 0.000 (0.004)	Loss 2.4210 (2.3946)	Prec@1 42.969 (40.572)	Prec@5 72.656 (71.607)
EVALUATING - Epoch: [62][0/40]	Time 0.774 (0.774)	Data 0.584 (0.584)	Loss 2.3715 (2.3715)	Prec@1 41.406 (41.406)	Prec@5 73.438 (73.438)
EVALUATING - Epoch: [62][10/40]	Time 0.160 (0.226)	Data 0.000 (0.054)	Loss 2.4942 (2.4673)	Prec@1 39.844 (38.885)	Prec@5 65.625 (68.537)
EVALUATING - Epoch: [62][20/40]	Time 0.160 (0.195)	Data 0.000 (0.028)	Loss 2.3449 (2.4712)	Prec@1 41.016 (38.616)	Prec@5 69.922 (68.062)
EVALUATING - Epoch: [62][30/40]	Time 0.159 (0.183)	Data 0.000 (0.019)	Loss 2.6255 (2.4773)	Prec@1 34.766 (38.369)	Prec@5 65.625 (68.107)

 Epoch: 63	Training Loss 2.3945 	Training Prec@1 40.570 	Training Prec@5 71.616 	Validation Loss 2.4694 	Validation Prec@1 38.640 	Validation Prec@5 68.520 

TRAINING - Epoch: [63][0/196]	Time 1.173 (1.173)	Data 0.800 (0.800)	Loss 2.3724 (2.3724)	Prec@1 44.531 (44.531)	Prec@5 71.094 (71.094)
TRAINING - Epoch: [63][10/196]	Time 0.478 (0.532)	Data 0.000 (0.075)	Loss 2.3008 (2.4195)	Prec@1 40.625 (40.199)	Prec@5 72.266 (71.023)
TRAINING - Epoch: [63][20/196]	Time 0.476 (0.506)	Data 0.000 (0.039)	Loss 2.3850 (2.3865)	Prec@1 39.844 (41.667)	Prec@5 73.047 (71.596)
TRAINING - Epoch: [63][30/196]	Time 0.477 (0.498)	Data 0.000 (0.027)	Loss 2.4393 (2.3904)	Prec@1 42.188 (41.444)	Prec@5 69.922 (71.434)
TRAINING - Epoch: [63][40/196]	Time 0.478 (0.494)	Data 0.000 (0.020)	Loss 2.1546 (2.3779)	Prec@1 47.656 (41.644)	Prec@5 76.953 (71.827)
TRAINING - Epoch: [63][50/196]	Time 0.482 (0.491)	Data 0.000 (0.016)	Loss 2.4050 (2.3778)	Prec@1 42.969 (41.337)	Prec@5 71.484 (71.921)
TRAINING - Epoch: [63][60/196]	Time 0.480 (0.489)	Data 0.000 (0.014)	Loss 2.4683 (2.3720)	Prec@1 38.672 (41.566)	Prec@5 69.922 (72.150)
TRAINING - Epoch: [63][70/196]	Time 0.490 (0.488)	Data 0.000 (0.012)	Loss 2.3649 (2.3734)	Prec@1 42.578 (41.324)	Prec@5 76.172 (72.128)
TRAINING - Epoch: [63][80/196]	Time 0.479 (0.487)	Data 0.000 (0.010)	Loss 2.5544 (2.3816)	Prec@1 37.109 (41.069)	Prec@5 69.531 (72.087)
TRAINING - Epoch: [63][90/196]	Time 0.474 (0.486)	Data 0.000 (0.009)	Loss 2.4197 (2.3793)	Prec@1 35.156 (40.998)	Prec@5 71.484 (72.120)
TRAINING - Epoch: [63][100/196]	Time 0.476 (0.485)	Data 0.000 (0.008)	Loss 2.5197 (2.3768)	Prec@1 40.625 (41.174)	Prec@5 67.578 (72.072)
TRAINING - Epoch: [63][110/196]	Time 0.473 (0.485)	Data 0.000 (0.008)	Loss 2.2050 (2.3750)	Prec@1 44.531 (41.185)	Prec@5 75.391 (72.104)
TRAINING - Epoch: [63][120/196]	Time 0.479 (0.484)	Data 0.000 (0.007)	Loss 2.4975 (2.3751)	Prec@1 35.938 (41.116)	Prec@5 65.234 (72.020)
TRAINING - Epoch: [63][130/196]	Time 0.478 (0.484)	Data 0.000 (0.006)	Loss 2.3753 (2.3749)	Prec@1 41.406 (41.117)	Prec@5 71.094 (71.976)
TRAINING - Epoch: [63][140/196]	Time 0.480 (0.484)	Data 0.000 (0.006)	Loss 2.4090 (2.3748)	Prec@1 40.625 (41.107)	Prec@5 69.922 (72.008)
TRAINING - Epoch: [63][150/196]	Time 0.476 (0.483)	Data 0.000 (0.006)	Loss 2.4593 (2.3775)	Prec@1 37.109 (40.977)	Prec@5 69.531 (71.940)
TRAINING - Epoch: [63][160/196]	Time 0.473 (0.483)	Data 0.000 (0.005)	Loss 2.6358 (2.3769)	Prec@1 35.938 (41.023)	Prec@5 65.234 (71.902)
TRAINING - Epoch: [63][170/196]	Time 0.481 (0.483)	Data 0.000 (0.005)	Loss 2.4611 (2.3802)	Prec@1 37.109 (40.911)	Prec@5 73.438 (71.843)
TRAINING - Epoch: [63][180/196]	Time 0.479 (0.483)	Data 0.000 (0.005)	Loss 2.3356 (2.3815)	Prec@1 41.797 (40.897)	Prec@5 69.922 (71.802)
TRAINING - Epoch: [63][190/196]	Time 0.484 (0.483)	Data 0.000 (0.004)	Loss 2.5936 (2.3821)	Prec@1 36.328 (40.917)	Prec@5 64.844 (71.791)
EVALUATING - Epoch: [63][0/40]	Time 0.692 (0.692)	Data 0.506 (0.506)	Loss 2.4025 (2.4025)	Prec@1 40.234 (40.234)	Prec@5 70.703 (70.703)
EVALUATING - Epoch: [63][10/40]	Time 0.160 (0.223)	Data 0.000 (0.054)	Loss 2.5185 (2.4814)	Prec@1 38.672 (38.459)	Prec@5 64.844 (67.898)
EVALUATING - Epoch: [63][20/40]	Time 0.160 (0.193)	Data 0.000 (0.028)	Loss 2.4233 (2.4910)	Prec@1 37.500 (38.318)	Prec@5 71.875 (68.099)
EVALUATING - Epoch: [63][30/40]	Time 0.160 (0.182)	Data 0.000 (0.019)	Loss 2.7662 (2.5015)	Prec@1 35.156 (37.979)	Prec@5 63.672 (67.906)

 Epoch: 64	Training Loss 2.3847 	Training Prec@1 40.870 	Training Prec@5 71.732 	Validation Loss 2.4958 	Validation Prec@1 38.300 	Validation Prec@5 67.980 

TRAINING - Epoch: [64][0/196]	Time 1.217 (1.217)	Data 0.797 (0.797)	Loss 2.2433 (2.2433)	Prec@1 44.141 (44.141)	Prec@5 74.219 (74.219)
TRAINING - Epoch: [64][10/196]	Time 0.482 (0.533)	Data 0.000 (0.074)	Loss 2.5946 (2.4104)	Prec@1 34.375 (40.128)	Prec@5 65.234 (70.099)
TRAINING - Epoch: [64][20/196]	Time 0.474 (0.507)	Data 0.000 (0.039)	Loss 2.3326 (2.3985)	Prec@1 37.109 (39.993)	Prec@5 69.531 (70.833)
TRAINING - Epoch: [64][30/196]	Time 0.482 (0.498)	Data 0.000 (0.026)	Loss 2.2918 (2.3800)	Prec@1 41.016 (40.663)	Prec@5 71.875 (71.384)
TRAINING - Epoch: [64][40/196]	Time 0.479 (0.494)	Data 0.000 (0.020)	Loss 2.2639 (2.3639)	Prec@1 44.531 (41.016)	Prec@5 73.828 (71.789)
TRAINING - Epoch: [64][50/196]	Time 0.481 (0.491)	Data 0.000 (0.016)	Loss 2.4441 (2.3738)	Prec@1 44.531 (40.947)	Prec@5 68.750 (71.500)
TRAINING - Epoch: [64][60/196]	Time 0.484 (0.489)	Data 0.000 (0.013)	Loss 2.3455 (2.3740)	Prec@1 42.188 (40.926)	Prec@5 73.047 (71.587)
TRAINING - Epoch: [64][70/196]	Time 0.483 (0.488)	Data 0.000 (0.012)	Loss 2.2774 (2.3715)	Prec@1 42.969 (41.027)	Prec@5 76.172 (71.693)
TRAINING - Epoch: [64][80/196]	Time 0.478 (0.487)	Data 0.000 (0.010)	Loss 2.5912 (2.3686)	Prec@1 36.328 (41.146)	Prec@5 62.109 (71.629)
TRAINING - Epoch: [64][90/196]	Time 0.476 (0.486)	Data 0.000 (0.009)	Loss 2.5565 (2.3728)	Prec@1 37.109 (41.149)	Prec@5 69.531 (71.617)
TRAINING - Epoch: [64][100/196]	Time 0.484 (0.485)	Data 0.000 (0.008)	Loss 2.1946 (2.3710)	Prec@1 42.969 (41.043)	Prec@5 78.125 (71.716)
TRAINING - Epoch: [64][110/196]	Time 0.478 (0.485)	Data 0.000 (0.008)	Loss 2.3984 (2.3653)	Prec@1 43.359 (41.128)	Prec@5 74.609 (71.935)
TRAINING - Epoch: [64][120/196]	Time 0.481 (0.484)	Data 0.000 (0.007)	Loss 2.3884 (2.3623)	Prec@1 41.797 (41.171)	Prec@5 70.703 (72.033)
TRAINING - Epoch: [64][130/196]	Time 0.479 (0.484)	Data 0.000 (0.006)	Loss 2.4110 (2.3604)	Prec@1 40.625 (41.239)	Prec@5 71.875 (72.111)
TRAINING - Epoch: [64][140/196]	Time 0.478 (0.484)	Data 0.000 (0.006)	Loss 2.2908 (2.3600)	Prec@1 42.969 (41.282)	Prec@5 74.609 (72.127)
TRAINING - Epoch: [64][150/196]	Time 0.478 (0.483)	Data 0.000 (0.006)	Loss 2.6590 (2.3613)	Prec@1 36.328 (41.192)	Prec@5 66.016 (72.108)
TRAINING - Epoch: [64][160/196]	Time 0.471 (0.483)	Data 0.000 (0.005)	Loss 2.4523 (2.3630)	Prec@1 34.766 (41.071)	Prec@5 69.922 (72.091)
TRAINING - Epoch: [64][170/196]	Time 0.482 (0.483)	Data 0.000 (0.005)	Loss 2.3143 (2.3648)	Prec@1 41.406 (41.016)	Prec@5 73.438 (72.069)
TRAINING - Epoch: [64][180/196]	Time 0.482 (0.483)	Data 0.000 (0.005)	Loss 2.3875 (2.3655)	Prec@1 39.844 (40.988)	Prec@5 71.875 (72.074)
TRAINING - Epoch: [64][190/196]	Time 0.480 (0.483)	Data 0.000 (0.004)	Loss 2.3226 (2.3656)	Prec@1 42.578 (41.009)	Prec@5 76.562 (72.088)
EVALUATING - Epoch: [64][0/40]	Time 0.800 (0.800)	Data 0.616 (0.616)	Loss 2.3048 (2.3048)	Prec@1 44.922 (44.922)	Prec@5 74.219 (74.219)
EVALUATING - Epoch: [64][10/40]	Time 0.158 (0.227)	Data 0.000 (0.059)	Loss 2.4576 (2.4419)	Prec@1 40.234 (38.707)	Prec@5 69.141 (69.034)
EVALUATING - Epoch: [64][20/40]	Time 0.159 (0.195)	Data 0.000 (0.031)	Loss 2.4403 (2.4375)	Prec@1 41.406 (39.137)	Prec@5 69.922 (69.382)
EVALUATING - Epoch: [64][30/40]	Time 0.160 (0.183)	Data 0.000 (0.021)	Loss 2.7363 (2.4456)	Prec@1 30.078 (38.546)	Prec@5 64.453 (69.367)

 Epoch: 65	Training Loss 2.3664 	Training Prec@1 40.994 	Training Prec@5 72.066 	Validation Loss 2.4403 	Validation Prec@1 38.770 	Validation Prec@5 69.400 

TRAINING - Epoch: [65][0/196]	Time 0.907 (0.907)	Data 0.532 (0.532)	Loss 2.3805 (2.3805)	Prec@1 37.500 (37.500)	Prec@5 72.266 (72.266)
TRAINING - Epoch: [65][10/196]	Time 0.476 (0.508)	Data 0.000 (0.052)	Loss 2.3131 (2.4115)	Prec@1 43.750 (40.767)	Prec@5 71.094 (70.739)
TRAINING - Epoch: [65][20/196]	Time 0.480 (0.494)	Data 0.000 (0.027)	Loss 2.3842 (2.4028)	Prec@1 38.672 (40.402)	Prec@5 72.656 (71.019)
TRAINING - Epoch: [65][30/196]	Time 0.487 (0.490)	Data 0.000 (0.018)	Loss 2.4034 (2.3937)	Prec@1 43.750 (40.663)	Prec@5 69.141 (70.842)
TRAINING - Epoch: [65][40/196]	Time 0.481 (0.487)	Data 0.000 (0.014)	Loss 2.2706 (2.3705)	Prec@1 42.969 (41.406)	Prec@5 72.656 (71.503)
